Response ID,Status,Department,Director,Manager,Supervisor,Staff,Question,Response,Response Text
9538,Complete,Planning and Public Works,0,1,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9539,Complete,Exec Office & Directors,1,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9540,Complete,Planning and Public Works,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",2,Disagree
9541,Complete,Planning and Public Works,0,0,0,1,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9542,Complete,Planning and Public Works,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9543,Complete,Planning and Public Works,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9544,Complete,Planning and Public Works,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9545,Complete,Planning and Public Works,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",0,Not Applicable
9546,Incomplete,Planning and Public Works,0,0,0,1,"7. This last year, I have had opportunities at work to learn and grow",,
9547,Complete,Planning and Public Works,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9548,Complete,Planning and Public Works,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9549,Complete,Emergency Management,0,1,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9550,Complete,Planning and Public Works,0,0,0,1,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9551,Complete,Planning and Public Works,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9552,Complete,Planning and Public Works,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9553,Complete,Planning and Public Works,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9554,Complete,Planning and Public Works,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9555,Complete,Planning and Public Works,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9556,Complete,Planning and Public Works,0,0,0,1,"7. This last year, I have had opportunities at work to learn and grow",2,Disagree
9557,Incomplete,Planning and Public Works,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",,
9558,Complete,Planning and Public Works,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9559,Complete,Planning and Public Works,0,0,1,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9560,Complete,Planning and Public Works,0,1,0,0,"7. This last year, I have had opportunities at work to learn and grow",0,Not Applicable
9561,Complete,Planning and Public Works,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9562,Complete,Planning and Public Works,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9563,Complete,Planning and Public Works,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",2,Disagree
9564,Complete,Planning and Public Works,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9565,Complete,Planning and Public Works,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9566,Complete,Planning and Public Works,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9567,Complete,Planning and Public Works,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9568,Complete,Sheriff's Department,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",2,Disagree
9569,Complete,Planning and Public Works,0,0,0,1,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9570,Complete,Planning and Public Works,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9571,Complete,Communications Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9572,Complete,Planning and Public Works,0,0,1,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9573,Complete,Planning and Public Works,0,0,1,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9574,Complete,Planning and Public Works,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9575,Complete,Planning and Public Works,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9576,Complete,Planning and Public Works,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9577,Complete,Planning and Public Works,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",2,Disagree
9578,Complete,Planning and Public Works,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9579,Complete,Planning and Public Works,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",2,Disagree
9580,Complete,Planning and Public Works,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9581,Complete,Planning and Public Works,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",1,Strongly Disagree
9582,Complete,Planning and Public Works,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9583,Complete,Parks and Recreation,0,0,1,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9584,Complete,Planning and Public Works,0,0,1,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9585,Complete,Planning and Public Works,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9586,Complete,Planning and Public Works,0,1,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9587,Complete,Planning and Public Works,0,0,0,1,"7. This last year, I have had opportunities at work to learn and grow",2,Disagree
9588,Complete,Planning and Public Works,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9589,Complete,Planning and Public Works,0,0,1,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9590,Complete,Planning and Public Works,0,0,1,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9591,Complete,Planning and Public Works,0,1,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9592,Complete,Planning and Public Works,0,0,1,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9593,Complete,Planning and Public Works,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9594,Complete,Planning and Public Works,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9595,Complete,Planning and Public Works,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9596,Complete,Planning and Public Works,0,0,1,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9597,Complete,Human Resources,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9598,Complete,Finance and Performance Management,0,0,0,1,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9599,Complete,Planning and Public Works,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9600,Complete,Communications Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9601,Complete,Planning and Public Works,0,0,1,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9602,Complete,Exec Office & Directors,1,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9603,Complete,Planning and Public Works,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9604,Complete,Human Services,0,0,1,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9605,Complete,Planning and Public Works,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9606,Complete,Planning and Public Works,0,0,0,1,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9607,Complete,Planning and Public Works,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",2,Disagree
9608,Complete,Planning and Public Works,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9609,Complete,Planning and Public Works,0,0,0,1,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9610,Complete,Planning and Public Works,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",2,Disagree
9611,Complete,Planning and Public Works,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",2,Disagree
9612,Complete,Council's Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9613,Complete,Planning and Public Works,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9614,Complete,Exec Office & Directors,1,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9615,Complete,Clerk of Superior Court,0,1,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9616,Complete,Clerk of Superior Court,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9617,Complete,Sheriff's Department,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9618,Complete,Sheriff's Department,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9619,Complete,Sheriff's Department,0,0,1,0,"7. This last year, I have had opportunities at work to learn and grow",2,Disagree
9620,Complete,Sheriff's Department,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9621,Complete,Sheriff's Department,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",1,Strongly Disagree
9622,Complete,Planning and Public Works,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9623,Complete,Sheriff's Department,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9624,Complete,Sheriff's Department,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9625,Complete,Sheriff's Department,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9626,Complete,Sheriff's Department,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9627,Complete,Sheriff's Department,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9628,Complete,Sheriff's Department,0,0,1,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9629,Complete,Sheriff's Department,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",1,Strongly Disagree
9630,Complete,Clerk of Superior Court,0,0,0,1,"7. This last year, I have had opportunities at work to learn and grow",1,Strongly Disagree
9631,Complete,Planning and Public Works,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9632,Complete,Clerk of Superior Court,0,0,0,1,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9633,Complete,Sheriff's Department,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9634,Complete,Sheriff's Department,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",0,Not Applicable
9635,Complete,Sheriff's Department,0,1,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9636,Complete,Sheriff's Department,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",2,Disagree
9637,Complete,Clerk of Superior Court,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",2,Disagree
9638,Complete,Clerk of Superior Court,0,0,0,1,"7. This last year, I have had opportunities at work to learn and grow",2,Disagree
9639,Complete,Sheriff's Department,0,0,1,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9640,Complete,Clerk of Superior Court,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9641,Complete,Sheriff's Department,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",1,Strongly Disagree
9642,Complete,Sheriff's Department,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",2,Disagree
9643,Complete,Finance and Performance Management,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9644,Complete,Finance and Performance Management,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9645,Complete,Sheriff's Department,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9646,Complete,Finance and Performance Management,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",1,Strongly Disagree
9647,Complete,Clerk of Superior Court,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9648,Complete,Sheriff's Department,0,0,1,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9649,Complete,Sheriff's Department,0,1,0,0,"7. This last year, I have had opportunities at work to learn and grow",1,Strongly Disagree
9650,Complete,Clerk of Superior Court,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",1,Strongly Disagree
9651,Complete,Finance and Performance Management,0,0,0,1,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9652,Complete,Finance and Performance Management,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9653,Complete,Finance and Performance Management,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9654,Complete,Sheriff's Department,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",1,Strongly Disagree
9655,Complete,Planning and Public Works,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9656,Complete,Finance and Performance Management,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9657,Complete,Facilities Management,0,0,0,1,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9658,Complete,Sheriff's Department,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9659,Complete,Finance and Performance Management,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9660,Complete,Facilities Management,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9661,Complete,Finance and Performance Management,0,0,0,1,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9662,Complete,Sheriff's Department,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9663,Complete,Facilities Management,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9664,Complete,Finance and Performance Management,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9665,Complete,Finance and Performance Management,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9666,Complete,Finance and Performance Management,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9667,Complete,Facilities Management,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9668,Complete,Finance and Performance Management,0,0,0,1,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9669,Complete,Facilities Management,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9670,Complete,Sheriff's Department,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",2,Disagree
9671,Complete,Clerk of Superior Court,0,0,1,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9672,Complete,Sheriff's Department,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",1,Strongly Disagree
9673,Complete,Sheriff's Department,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9674,Complete,Finance and Performance Management,0,0,0,1,"7. This last year, I have had opportunities at work to learn and grow",2,Disagree
9675,Complete,Sheriff's Department,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",2,Disagree
9676,Complete,Finance and Performance Management,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9677,Complete,Clerk of Superior Court,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9678,Complete,Finance and Performance Management,0,1,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9679,Complete,Prosecuting Attorney's Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9680,Complete,Prosecuting Attorney's Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9681,Complete,Prosecuting Attorney's Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9682,Complete,Prosecuting Attorney's Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9683,Complete,Prosecuting Attorney's Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9684,Complete,Prosecuting Attorney's Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9685,Complete,Prosecuting Attorney's Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9686,Complete,Prosecuting Attorney's Office,0,0,1,0,"7. This last year, I have had opportunities at work to learn and grow",2,Disagree
9687,Complete,Prosecuting Attorney's Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9688,Complete,Prosecuting Attorney's Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9689,Complete,Prosecuting Attorney's Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9690,Complete,Prosecuting Attorney's Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9691,Complete,Prosecuting Attorney's Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",2,Disagree
9692,Complete,Prosecuting Attorney's Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",2,Disagree
9693,Complete,Prosecuting Attorney's Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9694,Complete,Prosecuting Attorney's Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9695,Complete,Prosecuting Attorney's Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9696,Complete,Prosecuting Attorney's Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",2,Disagree
9697,Complete,Facilities Management,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9698,Complete,Prosecuting Attorney's Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9699,Complete,Prosecuting Attorney's Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9700,Complete,Prosecuting Attorney's Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9701,Complete,Finance and Performance Management,0,1,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9702,Complete,Prosecuting Attorney's Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9703,Complete,Prosecuting Attorney's Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9704,Complete,District Court,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9705,Complete,Prosecuting Attorney's Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9706,Complete,Prosecuting Attorney's Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9707,Complete,Prosecuting Attorney's Office,0,0,1,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9708,Complete,Prosecuting Attorney's Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",2,Disagree
9709,Complete,Finance and Performance Management,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",2,Disagree
9710,Complete,Finance and Performance Management,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9711,Complete,Prosecuting Attorney's Office,0,0,0,1,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9712,Complete,Prosecuting Attorney's Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9713,Complete,Clerk of Superior Court,0,0,0,1,"7. This last year, I have had opportunities at work to learn and grow",2,Disagree
9714,Complete,Sheriff's Department,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",1,Strongly Disagree
9715,Complete,Prosecuting Attorney's Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9716,Complete,Prosecuting Attorney's Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9717,Complete,Prosecuting Attorney's Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9718,Complete,Prosecuting Attorney's Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9719,Complete,Prosecuting Attorney's Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9720,Complete,Prosecuting Attorney's Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9721,Complete,Prosecuting Attorney's Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9722,Complete,Finance and Performance Management,0,0,0,1,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9723,Complete,Prosecuting Attorney's Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9724,Complete,Prosecuting Attorney's Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9725,Complete,Sheriff's Department,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",1,Strongly Disagree
9726,Complete,Sheriff's Department,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",1,Strongly Disagree
9727,Complete,Prosecuting Attorney's Office,0,0,1,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9728,Complete,Prosecuting Attorney's Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9729,Complete,Sheriff's Department,0,0,1,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9730,Complete,Prosecuting Attorney's Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9731,Complete,Prosecuting Attorney's Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9732,Complete,Prosecuting Attorney's Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",2,Disagree
9733,Complete,Parks and Recreation,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9734,Complete,Facilities Management,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9735,Complete,Juvenile Court,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9736,Complete,Sheriff's Department,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",1,Strongly Disagree
9737,Complete,Prosecuting Attorney's Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9738,Complete,Sheriff's Department,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",2,Disagree
9739,Complete,Juvenile Court,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9740,Complete,Sheriff's Department,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9741,Complete,Juvenile Court,0,0,1,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9742,Incomplete,Sheriff's Department,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",,
9743,Complete,Sheriff's Department,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",0,Not Applicable
9744,Complete,Prosecuting Attorney's Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9745,Complete,Juvenile Court,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9746,Complete,Juvenile Court,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9747,Complete,Finance and Performance Management,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9748,Complete,Prosecuting Attorney's Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9749,Complete,Finance and Performance Management,0,1,0,0,"7. This last year, I have had opportunities at work to learn and grow",0,Not Applicable
9750,Complete,Prosecuting Attorney's Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9751,Complete,Sheriff's Department,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",2,Disagree
9752,Complete,Prosecuting Attorney's Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",1,Strongly Disagree
9753,Complete,Clerk of Superior Court,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9754,Complete,Juvenile Court,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9755,Complete,Sheriff's Department,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",1,Strongly Disagree
9756,Complete,Prosecuting Attorney's Office,0,0,0,1,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9757,Complete,Council's Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",2,Disagree
9758,Complete,Prosecuting Attorney's Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9759,Complete,Sheriff's Department,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",2,Disagree
9760,Complete,Juvenile Court,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9761,Complete,Prosecuting Attorney's Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9762,Complete,Juvenile Court,0,0,1,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9763,Complete,Juvenile Court,0,0,0,1,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9764,Complete,Juvenile Court,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9765,Complete,Prosecuting Attorney's Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9766,Complete,Prosecuting Attorney's Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9767,Complete,Prosecuting Attorney's Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9768,Complete,Sheriff's Department,0,1,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9769,Complete,Juvenile Court,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",0,Not Applicable
9770,Complete,Prosecuting Attorney's Office,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9771,Complete,Planning and Public Works,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9772,Complete,Sheriff's Department,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",1,Strongly Disagree
9773,Complete,Sheriff's Department,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",1,Strongly Disagree
9774,Complete,Juvenile Court,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",4,Strongly Agree
9775,Complete,Sheriff's Department,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",2,Disagree
9776,Complete,Sheriff's Department,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9777,Complete,Sheriff's Department,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",3,Agree
9778,Complete,Sheriff's Department,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",1,Strongly Disagree
9779,Complete,Sheriff's Department,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",1,Strongly Disagree
9780,Complete,Sheriff's Department,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",1,Strongly Disagree
9781,Complete,Sheriff's Department,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",2,Disagree
9782,Complete,Sheriff's Department,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",2,Disagree
9783,Complete,Sheriff's Department,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",2,Disagree
9784,Complete,Sheriff's Department,0,0,1,0,"7. This last year, I have had opportunities at work to learn and grow",1,Strongly Disagree
9785,Complete,Sheriff's Department,0,0,0,0,"7. This last year, I have had opportunities at work to learn and grow",1,Strongly Disagree
9786,Complete,Sheriff's Department,0,0,1,0,"7. This last year, I have had opportunities at work to learn and grow",2,Disagree
