Response_ID,Status,Department,Director,Manager,Supervisor,Staff,Question,Response,Response_Text,Qno,Question_alt
5986,Complete,Planning and Public Works,0,0,1,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
5987,Complete,Finance and Performance Management,0,0,0,1,5. The mission or purpose of our organization makes me feel my job is important,1,Strongly Disagree,5,The mission or purpose of our organization makes me feel my job is important
5988,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,2,Disagree,5,The mission or purpose of our organization makes me feel my job is important
5989,Complete,Clerk of Superior Court,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
5990,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
5991,Complete,Planning and Public Works,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
5992,Complete,Parks and Recreation,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
5993,Complete,Planning and Public Works,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
5994,Complete,Planning and Public Works,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
5995,Complete,Emergency Management,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
5996,Complete,Planning and Public Works,0,1,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
5997,Complete,Council's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
5998,Complete,Human Resources,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
5999,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,2,Disagree,5,The mission or purpose of our organization makes me feel my job is important
6000,Complete,Planning and Public Works,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6001,Complete,Finance and Performance Management,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6002,Complete,Juvenile Court,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6003,Complete,Sheriff's Department,0,0,1,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6004,Complete,Clerk of Superior Court,0,1,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6005,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,2,Disagree,5,The mission or purpose of our organization makes me feel my job is important
6006,Complete,Planning and Public Works,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6007,Complete,Emergency Management,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6008,Complete,Planning and Public Works,0,0,0,1,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6009,Complete,Planning and Public Works,0,1,0,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6010,Complete,Emergency Management,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6011,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6012,Complete,Assigned Council,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6013,Complete,Finance and Performance Management,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6014,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6015,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6016,Complete,Assigned Council,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6017,Complete,Superior Court,0,0,1,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6018,Complete,Facilities Management,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6019,Complete,Finance and Performance Management,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6020,Complete,Planning and Public Works,0,0,0,1,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6021,Complete,Planning and Public Works,0,0,1,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6022,Complete,Planning and Public Works,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6023,Complete,Superior Court,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6024,Complete,Sheriff's Department,0,0,1,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6025,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,2,Disagree,5,The mission or purpose of our organization makes me feel my job is important
6026,Complete,Planning and Public Works,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6027,Complete,Parks and Recreation,0,0,1,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6028,Complete,Superior Court,0,0,1,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6029,Complete,Juvenile Court,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6030,Complete,Juvenile Court,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6031,Complete,Sheriff's Department,0,0,1,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6032,Complete,Assigned Council,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6033,Complete,Planning and Public Works,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6034,Complete,Communications Office,0,1,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6035,Complete,Planning and Public Works,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6036,Complete,Human Services,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6037,Complete,Planning and Public Works,0,0,0,1,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6038,Complete,Planning and Public Works,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6039,Complete,Clerk of Superior Court,0,1,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6040,Complete,Planning and Public Works,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6041,Complete,Human Resources,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6042,Complete,Planning and Public Works,0,0,1,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6043,Complete,Human Services,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6044,Complete,Prosecuting Attorney's Office,0,1,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6045,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6046,Complete,Planning and Public Works,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6047,Complete,Human Services,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6048,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6049,Complete,Human Resources,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6050,Complete,Prosecuting Attorney's Office,0,0,1,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6051,Complete,Planning and Public Works,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6052,Complete,Planning and Public Works,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6053,Complete,Finance and Performance Management,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6054,Complete,Prosecuting Attorney's Office,0,0,0,1,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6055,Complete,Human Services,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6056,Complete,Superior Court,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6057,Complete,District Court,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6058,Complete,Finance and Performance Management,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6059,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,1,Strongly Disagree,5,The mission or purpose of our organization makes me feel my job is important
6060,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6061,Complete,Assigned Council,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6062,Complete,Finance and Performance Management,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6063,Complete,Planning and Public Works,0,1,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6064,Complete,Planning and Public Works,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6065,Complete,Planning and Public Works,0,1,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6066,Complete,Planning and Public Works,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6067,Complete,Finance and Performance Management,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6068,Complete,Planning and Public Works,0,0,1,0,5. The mission or purpose of our organization makes me feel my job is important,1,Strongly Disagree,5,The mission or purpose of our organization makes me feel my job is important
6069,Complete,Exec Office & Directors,1,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6070,Complete,Planning and Public Works,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6071,Complete,Superior Court,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,1,Strongly Disagree,5,The mission or purpose of our organization makes me feel my job is important
6072,Complete,Human Services,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6073,Complete,Prosecuting Attorney's Office,0,0,1,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6074,Complete,Human Services,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6075,Complete,District Court,0,0,1,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6076,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6077,Complete,Finance and Performance Management,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6078,Complete,Finance and Performance Management,0,0,0,1,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6079,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6080,Complete,Assessor-Treasurer's Office,0,0,0,1,5. The mission or purpose of our organization makes me feel my job is important,2,Disagree,5,The mission or purpose of our organization makes me feel my job is important
6081,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6082,Complete,Council's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6083,Complete,Human Services,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6084,Complete,Superior Court,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6085,Complete,Planning and Public Works,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6086,Complete,Parks and Recreation,0,0,1,0,5. The mission or purpose of our organization makes me feel my job is important,1,Strongly Disagree,5,The mission or purpose of our organization makes me feel my job is important
6087,Complete,Human Services,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6088,Complete,Sheriff's Department,0,0,1,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6089,Complete,Parks and Recreation,0,0,1,0,5. The mission or purpose of our organization makes me feel my job is important,2,Disagree,5,The mission or purpose of our organization makes me feel my job is important
6090,Complete,Planning and Public Works,0,1,0,0,5. The mission or purpose of our organization makes me feel my job is important,1,Strongly Disagree,5,The mission or purpose of our organization makes me feel my job is important
6091,Complete,Planning and Public Works,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6092,Complete,Planning and Public Works,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6093,Complete,Council's Office,0,1,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6094,Complete,Planning and Public Works,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6095,Complete,Assigned Council,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6096,Complete,Assigned Council,0,0,0,1,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6097,Complete,Juvenile Court,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,1,Strongly Disagree,5,The mission or purpose of our organization makes me feel my job is important
6098,Complete,Exec Office & Directors,1,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6099,Complete,Finance and Performance Management,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6100,Complete,Planning and Public Works,0,0,0,1,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6101,Complete,Sheriff's Department,0,0,1,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6102,Complete,Human Services,0,0,0,1,5. The mission or purpose of our organization makes me feel my job is important,2,Disagree,5,The mission or purpose of our organization makes me feel my job is important
6103,Complete,Prosecuting Attorney's Office,0,0,1,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6104,Complete,Assigned Council,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,2,Disagree,5,The mission or purpose of our organization makes me feel my job is important
6105,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6106,Complete,Planning and Public Works,0,0,1,0,5. The mission or purpose of our organization makes me feel my job is important,2,Disagree,5,The mission or purpose of our organization makes me feel my job is important
6107,Complete,Assessor-Treasurer's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6108,Complete,Assigned Council,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6109,Complete,Planning and Public Works,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6110,Complete,Planning and Public Works,0,0,0,1,5. The mission or purpose of our organization makes me feel my job is important,2,Disagree,5,The mission or purpose of our organization makes me feel my job is important
6111,Complete,Planning and Public Works,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6112,Complete,Human Services,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6113,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6114,Complete,Parks and Recreation,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6115,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6116,Complete,Assessor-Treasurer's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,1,Strongly Disagree,5,The mission or purpose of our organization makes me feel my job is important
6117,Complete,Facilities Management,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6118,Complete,Superior Court,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6119,Complete,Planning and Public Works,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6120,Complete,Human Services,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6121,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6122,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6123,Complete,Planning and Public Works,0,0,1,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6124,Complete,Clerk of Superior Court,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,2,Disagree,5,The mission or purpose of our organization makes me feel my job is important
6125,Complete,Parks and Recreation,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,2,Disagree,5,The mission or purpose of our organization makes me feel my job is important
6126,Complete,Parks and Recreation,0,0,1,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6127,Complete,Communications Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6128,Complete,Planning and Public Works,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6129,Complete,Juvenile Court,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6130,Complete,Human Resources,0,1,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6131,Complete,Juvenile Court,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6132,Complete,Assessor-Treasurer's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6133,Complete,Finance and Performance Management,0,0,0,1,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6134,Complete,Prosecuting Attorney's Office,0,0,1,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6135,Complete,Human Services,0,0,1,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6136,Complete,Planning and Public Works,0,1,0,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6137,Complete,Human Services,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6138,Complete,Juvenile Court,0,0,1,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6139,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6140,Complete,Human Services,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6141,Complete,Assessor-Treasurer's Office,0,0,0,1,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6142,Complete,Finance and Performance Management,0,0,0,1,5. The mission or purpose of our organization makes me feel my job is important,1,Strongly Disagree,5,The mission or purpose of our organization makes me feel my job is important
6143,Complete,Council's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6144,Complete,Planning and Public Works,0,0,0,1,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6145,Complete,Facilities Management,0,0,0,1,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6146,Complete,Clerk of Superior Court,0,0,1,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6147,Complete,Assessor-Treasurer's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6148,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6149,Complete,Planning and Public Works,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6150,Complete,Finance and Performance Management,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,2,Disagree,5,The mission or purpose of our organization makes me feel my job is important
6151,Complete,Planning and Public Works,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6152,Complete,Planning and Public Works,0,0,1,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6153,Complete,Planning and Public Works,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6154,Complete,Human Services,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6155,Complete,Human Services,0,0,0,1,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6156,Complete,Human Services,0,0,0,1,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6157,Complete,Human Resources,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6158,Complete,Planning and Public Works,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,2,Disagree,5,The mission or purpose of our organization makes me feel my job is important
6159,Complete,Human Services,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6160,Complete,Sheriff's Department,0,1,0,0,5. The mission or purpose of our organization makes me feel my job is important,1,Strongly Disagree,5,The mission or purpose of our organization makes me feel my job is important
6161,Complete,Planning and Public Works,0,0,1,0,5. The mission or purpose of our organization makes me feel my job is important,3,Agree,5,The mission or purpose of our organization makes me feel my job is important
6162,Complete,Finance and Performance Management,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4,Strongly Agree,5,The mission or purpose of our organization makes me feel my job is important
6163,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,2,Disagree,5,The mission or purpose of our organization makes me feel my job is important
