year_month,community,zone,is_freehold,secondary_price_per_sqft_usd,secondary_price_per_m2_usd,offplan_price_per_sqft_usd,rental_price_per_sqft_annual_usd,n_listings_secondary,n_listings_offplan,n_listings_rental,cbuae_base_rate_pct,avg_mortgage_rate_pct
2025-05,Dubai Creek Harbour,Creek,True,636,6845,724.0,41,101,38,117,4.65,6.15
2025-06,Dubai Creek Harbour,Creek,True,592,6375,645.0,38,46,50,86,4.65,6.15
2025-07,Dubai Creek Harbour,Creek,True,626,6741,643.0,41,64,72,70,4.0,5.5
2025-08,Dubai Creek Harbour,Creek,True,618,6651,668.0,40,121,5,78,4.0,5.5
2025-09,Dubai Creek Harbour,Creek,True,625,6731,672.0,41,162,52,78,4.0,5.5
2025-10,Dubai Creek Harbour,Creek,True,628,6764,687.0,41,164,57,61,4.0,5.5
2025-11,Dubai Creek Harbour,Creek,True,643,6923,735.0,42,132,13,47,4.0,5.5
2025-12,Dubai Creek Harbour,Creek,True,637,6854,717.0,41,127,63,104,4.0,5.5
2026-01,Dubai Creek Harbour,Creek,True,626,6739,673.0,41,158,51,12,4.0,5.5
2026-02,Dubai Creek Harbour,Creek,True,623,6705,702.0,40,137,35,107,4.0,5.5
2026-03,Dubai Creek Harbour,Creek,True,650,6997,744.0,42,61,78,92,4.0,5.5
2026-04,Dubai Creek Harbour,Creek,True,595,6406,642.0,39,107,27,116,4.0,5.5
2020-01,Dubai Festival City,Festival City,True,269,2897,291.0,17,64,79,118,1.5,3.0
2020-02,Dubai Festival City,Festival City,True,270,2907,297.0,18,47,31,88,1.5,3.0
2020-03,Dubai Festival City,Festival City,True,289,3108,320.0,19,141,31,38,1.5,3.0
2020-04,Dubai Festival City,Festival City,True,267,2878,288.0,17,164,58,78,0.4,1.9
2020-05,Dubai Festival City,Festival City,True,280,3010,308.0,18,17,52,104,0.4,1.9
2020-06,Dubai Festival City,Festival City,True,262,2818,272.0,17,75,68,72,0.4,1.9
2020-07,Dubai Festival City,Festival City,True,268,2882,287.0,17,145,35,72,0.4,1.9
2020-08,Dubai Festival City,Festival City,True,263,2833,302.0,17,21,30,11,0.4,1.9
2020-09,Dubai Festival City,Festival City,True,255,2743,283.0,17,162,32,106,0.4,1.9
2020-10,Dubai Festival City,Festival City,True,256,2751,288.0,17,152,12,93,0.4,1.9
2020-11,Dubai Festival City,Festival City,True,254,2737,286.0,17,79,66,77,0.4,1.9
2020-12,Dubai Festival City,Festival City,True,266,2862,281.0,17,145,59,91,0.4,1.9
2021-01,Dubai Festival City,Festival City,True,274,2944,301.0,18,104,25,86,0.4,1.9
2021-02,Dubai Festival City,Festival City,True,269,2891,299.0,17,154,35,81,0.4,1.9
2021-03,Dubai Festival City,Festival City,True,269,2898,283.0,18,38,21,64,0.4,1.9
2021-04,Dubai Festival City,Festival City,True,282,3035,324.0,18,104,21,41,0.4,1.9
2021-05,Dubai Festival City,Festival City,True,288,3101,318.0,19,90,38,77,0.4,1.9
2021-06,Dubai Festival City,Festival City,True,294,3168,341.0,19,80,54,109,0.4,1.9
2021-07,Dubai Festival City,Festival City,True,290,3121,311.0,19,145,62,73,0.4,1.9
2021-08,Dubai Festival City,Festival City,True,289,3115,316.0,19,113,70,78,0.4,1.9
2021-09,Dubai Festival City,Festival City,True,306,3292,348.0,20,67,51,90,0.4,1.9
2021-10,Dubai Festival City,Festival City,True,316,3400,342.0,21,97,55,118,0.4,1.9
2021-11,Dubai Festival City,Festival City,True,306,3289,347.0,20,144,11,44,0.4,1.9
2021-12,Dubai Festival City,Festival City,True,326,3504,366.0,21,118,79,63,0.4,1.9
2022-01,Dubai Festival City,Festival City,True,340,3658,364.0,22,49,22,66,0.4,1.9
2022-02,Dubai Festival City,Festival City,True,340,3662,384.0,22,24,67,101,0.4,1.9
2022-03,Dubai Festival City,Festival City,True,358,3851,392.0,23,53,77,117,0.4,1.9
2022-04,Dubai Festival City,Festival City,True,363,3912,408.0,24,98,76,41,1.4,2.9
2022-05,Dubai Festival City,Festival City,True,352,3790,396.0,23,105,37,100,1.4,2.9
2022-06,Dubai Festival City,Festival City,True,374,4027,399.0,24,86,24,99,1.4,2.9
2022-07,Dubai Festival City,Festival City,True,380,4085,433.0,25,141,53,57,1.4,2.9
2022-08,Dubai Festival City,Festival City,True,397,4275,438.0,26,90,55,86,1.4,2.9
2022-09,Dubai Festival City,Festival City,True,381,4098,439.0,25,88,7,107,1.4,2.9
2022-10,Dubai Festival City,Festival City,True,391,4208,441.0,25,70,75,119,4.4,5.9
2022-11,Dubai Festival City,Festival City,True,410,4408,438.0,27,164,29,95,4.4,5.9
2022-12,Dubai Festival City,Festival City,True,407,4378,445.0,26,160,5,89,4.4,5.9
2023-01,Dubai Festival City,Festival City,True,414,4457,439.0,27,149,73,96,4.4,5.9
2023-02,Dubai Festival City,Festival City,True,432,4648,475.0,28,76,8,65,4.4,5.9
2023-03,Dubai Festival City,Festival City,True,426,4584,464.0,28,74,65,26,4.4,5.9
2023-04,Dubai Festival City,Festival City,True,445,4785,508.0,29,159,24,17,4.4,5.9
2023-05,Dubai Festival City,Festival City,True,446,4802,493.0,29,102,56,86,4.4,5.9
2023-06,Dubai Festival City,Festival City,True,462,4974,520.0,30,129,50,47,4.4,5.9
2023-07,Dubai Festival City,Festival City,True,473,5091,552.0,31,69,34,93,5.4,6.9
2023-08,Dubai Festival City,Festival City,True,468,5042,512.0,30,39,42,54,5.4,6.9
2023-09,Dubai Festival City,Festival City,True,483,5202,559.0,31,166,25,80,5.4,6.9
2023-10,Dubai Festival City,Festival City,True,519,5585,560.0,34,130,62,98,5.4,6.9
2023-11,Dubai Festival City,Festival City,True,495,5324,548.0,32,51,31,56,5.4,6.9
2023-12,Dubai Festival City,Festival City,True,469,5046,521.0,30,79,66,85,5.4,6.9
2024-01,Dubai Festival City,Festival City,True,463,4979,523.0,30,177,18,34,5.4,6.9
2024-02,Dubai Festival City,Festival City,True,479,5158,537.0,31,80,20,64,5.4,6.9
2024-03,Dubai Festival City,Festival City,True,476,5123,516.0,31,157,54,37,5.4,6.9
2024-04,Dubai Festival City,Festival City,True,472,5079,532.0,31,123,50,106,5.4,6.9
2024-05,Dubai Festival City,Festival City,True,488,5257,551.0,32,60,60,95,5.4,6.9
2024-06,Dubai Festival City,Festival City,True,499,5373,527.0,32,69,41,94,5.4,6.9
2024-07,Dubai Festival City,Festival City,True,482,5191,543.0,31,127,37,14,4.65,6.15
2024-08,Dubai Festival City,Festival City,True,492,5292,543.0,32,78,19,26,4.65,6.15
2024-09,Dubai Festival City,Festival City,True,461,4963,479.0,30,173,74,107,4.65,6.15
2024-10,Dubai Festival City,Festival City,True,466,5013,512.0,30,95,5,44,4.65,6.15
2024-11,Dubai Festival City,Festival City,True,455,4895,499.0,30,33,52,29,4.65,6.15
2024-12,Dubai Festival City,Festival City,True,471,5071,521.0,31,51,7,25,4.65,6.15
2025-01,Dubai Festival City,Festival City,True,473,5089,522.0,31,109,73,100,4.65,6.15
2025-02,Dubai Festival City,Festival City,True,489,5261,545.0,32,44,44,16,4.65,6.15
2025-03,Dubai Festival City,Festival City,True,459,4939,492.0,30,31,32,61,4.65,6.15
2025-04,Dubai Festival City,Festival City,True,449,4838,492.0,29,26,21,13,4.65,6.15
2025-05,Dubai Festival City,Festival City,True,478,5144,521.0,31,67,59,58,4.65,6.15
2025-06,Dubai Festival City,Festival City,True,454,4884,494.0,29,63,38,67,4.65,6.15
2025-07,Dubai Festival City,Festival City,True,481,5177,518.0,31,50,77,11,4.0,5.5
2025-08,Dubai Festival City,Festival City,True,477,5139,562.0,31,151,56,23,4.0,5.5
2025-09,Dubai Festival City,Festival City,True,463,4982,515.0,30,106,12,103,4.0,5.5
2025-10,Dubai Festival City,Festival City,True,460,4952,487.0,30,54,14,47,4.0,5.5
2025-11,Dubai Festival City,Festival City,True,463,4988,515.0,30,125,24,63,4.0,5.5
2025-12,Dubai Festival City,Festival City,True,482,5192,504.0,31,124,77,43,4.0,5.5
2026-01,Dubai Festival City,Festival City,True,437,4707,496.0,28,53,76,113,4.0,5.5
2026-02,Dubai Festival City,Festival City,True,464,4999,526.0,30,32,67,25,4.0,5.5
2026-03,Dubai Festival City,Festival City,True,458,4933,514.0,30,76,46,45,4.0,5.5
2026-04,Dubai Festival City,Festival City,True,461,4959,510.0,30,125,28,81,4.0,5.5
2020-01,Al Furjan,Al Furjan,True,227,2442,258.0,15,50,65,58,1.5,3.0
2020-02,Al Furjan,Al Furjan,True,219,2359,245.0,14,114,77,35,1.5,3.0
2020-03,Al Furjan,Al Furjan,True,212,2286,242.0,14,97,14,43,1.5,3.0
2020-04,Al Furjan,Al Furjan,True,218,2350,252.0,14,20,29,98,0.4,1.9
2020-05,Al Furjan,Al Furjan,True,216,2329,235.0,14,141,43,38,0.4,1.9
2020-06,Al Furjan,Al Furjan,True,214,2303,232.0,14,124,73,40,0.4,1.9
2020-07,Al Furjan,Al Furjan,True,215,2311,232.0,14,26,44,112,0.4,1.9
2020-08,Al Furjan,Al Furjan,True,214,2298,243.0,14,115,79,22,0.4,1.9
2020-09,Al Furjan,Al Furjan,True,213,2290,236.0,14,37,5,49,0.4,1.9
2020-10,Al Furjan,Al Furjan,True,208,2240,235.0,14,21,8,12,0.4,1.9
2020-11,Al Furjan,Al Furjan,True,203,2181,228.0,13,22,61,42,0.4,1.9
2020-12,Al Furjan,Al Furjan,True,213,2296,242.0,14,109,39,45,0.4,1.9
2021-01,Al Furjan,Al Furjan,True,224,2408,248.0,15,135,52,78,0.4,1.9
2021-02,Al Furjan,Al Furjan,True,222,2391,241.0,14,19,30,56,0.4,1.9
2021-03,Al Furjan,Al Furjan,True,233,2504,259.0,15,142,31,57,0.4,1.9
2021-04,Al Furjan,Al Furjan,True,233,2508,256.0,15,128,26,100,0.4,1.9
2021-05,Al Furjan,Al Furjan,True,240,2584,256.0,16,47,56,108,0.4,1.9
2021-06,Al Furjan,Al Furjan,True,243,2620,274.0,16,60,79,21,0.4,1.9
2021-07,Al Furjan,Al Furjan,True,232,2500,263.0,15,107,63,113,0.4,1.9
2021-08,Al Furjan,Al Furjan,True,234,2521,259.0,15,133,42,90,0.4,1.9
2021-09,Al Furjan,Al Furjan,True,249,2679,269.0,16,28,12,82,0.4,1.9
2021-10,Al Furjan,Al Furjan,True,256,2753,284.0,17,76,57,88,0.4,1.9
2021-11,Al Furjan,Al Furjan,True,264,2844,293.0,17,128,66,87,0.4,1.9
2021-12,Al Furjan,Al Furjan,True,263,2826,281.0,17,50,60,110,0.4,1.9
2022-01,Al Furjan,Al Furjan,True,274,2953,313.0,18,136,51,95,0.4,1.9
2022-02,Al Furjan,Al Furjan,True,282,3031,294.0,18,116,68,59,0.4,1.9
2022-03,Al Furjan,Al Furjan,True,287,3089,314.0,19,124,47,72,0.4,1.9
2022-04,Al Furjan,Al Furjan,True,294,3162,319.0,19,146,39,114,1.4,2.9
2022-05,Al Furjan,Al Furjan,True,308,3319,350.0,20,179,52,65,1.4,2.9
2022-06,Al Furjan,Al Furjan,True,309,3330,337.0,20,133,44,81,1.4,2.9
2022-07,Al Furjan,Al Furjan,True,298,3205,327.0,19,45,28,83,1.4,2.9
2022-08,Al Furjan,Al Furjan,True,318,3422,364.0,21,21,51,66,1.4,2.9
2022-09,Al Furjan,Al Furjan,True,324,3490,354.0,21,66,68,54,1.4,2.9
2022-10,Al Furjan,Al Furjan,True,306,3293,345.0,20,166,54,40,4.4,5.9
2022-11,Al Furjan,Al Furjan,True,341,3668,370.0,22,69,59,78,4.4,5.9
2022-12,Al Furjan,Al Furjan,True,338,3640,381.0,22,87,19,106,4.4,5.9
2023-01,Al Furjan,Al Furjan,True,357,3843,392.0,23,81,14,84,4.4,5.9
2023-02,Al Furjan,Al Furjan,True,346,3725,388.0,22,120,78,96,4.4,5.9
2023-03,Al Furjan,Al Furjan,True,369,3975,406.0,24,166,54,110,4.4,5.9
2023-04,Al Furjan,Al Furjan,True,377,4061,419.0,25,57,41,78,4.4,5.9
2023-05,Al Furjan,Al Furjan,True,380,4094,420.0,25,67,64,29,4.4,5.9
2023-06,Al Furjan,Al Furjan,True,351,3778,388.0,23,150,79,68,4.4,5.9
2023-07,Al Furjan,Al Furjan,True,372,4008,410.0,24,28,7,90,5.4,6.9
2023-08,Al Furjan,Al Furjan,True,397,4272,435.0,26,112,37,39,5.4,6.9
2023-09,Al Furjan,Al Furjan,True,379,4081,427.0,25,25,77,107,5.4,6.9
2023-10,Al Furjan,Al Furjan,True,408,4389,442.0,27,128,77,49,5.4,6.9
2023-11,Al Furjan,Al Furjan,True,395,4247,433.0,26,49,28,99,5.4,6.9
2023-12,Al Furjan,Al Furjan,True,376,4045,419.0,24,26,50,98,5.4,6.9
2024-01,Al Furjan,Al Furjan,True,375,4039,401.0,24,50,63,75,5.4,6.9
2024-02,Al Furjan,Al Furjan,True,380,4091,427.0,25,139,13,64,5.4,6.9
2024-03,Al Furjan,Al Furjan,True,376,4047,422.0,24,64,14,23,5.4,6.9
2024-04,Al Furjan,Al Furjan,True,390,4193,423.0,25,162,46,117,5.4,6.9
2024-05,Al Furjan,Al Furjan,True,394,4243,421.0,26,145,78,20,5.4,6.9
2024-06,Al Furjan,Al Furjan,True,412,4435,462.0,27,116,31,16,5.4,6.9
2024-07,Al Furjan,Al Furjan,True,398,4287,423.0,26,115,36,94,4.65,6.15
2024-08,Al Furjan,Al Furjan,True,379,4080,409.0,25,46,28,15,4.65,6.15
2024-09,Al Furjan,Al Furjan,True,386,4159,423.0,25,105,62,73,4.65,6.15
2024-10,Al Furjan,Al Furjan,True,394,4245,420.0,26,165,6,11,4.65,6.15
2024-11,Al Furjan,Al Furjan,True,385,4149,435.0,25,35,52,85,4.65,6.15
2024-12,Al Furjan,Al Furjan,True,396,4266,436.0,26,162,66,44,4.65,6.15
2025-01,Al Furjan,Al Furjan,True,372,4000,405.0,24,130,16,27,4.65,6.15
2025-02,Al Furjan,Al Furjan,True,379,4085,402.0,25,74,60,48,4.65,6.15
2025-03,Al Furjan,Al Furjan,True,379,4078,423.0,25,106,35,73,4.65,6.15
2025-04,Al Furjan,Al Furjan,True,366,3942,408.0,24,99,66,102,4.65,6.15
2025-05,Al Furjan,Al Furjan,True,388,4178,418.0,25,143,61,37,4.65,6.15
2025-06,Al Furjan,Al Furjan,True,382,4115,429.0,25,21,78,15,4.65,6.15
2025-07,Al Furjan,Al Furjan,True,383,4122,425.0,25,162,47,29,4.0,5.5
2025-08,Al Furjan,Al Furjan,True,376,4049,430.0,24,95,36,94,4.0,5.5
2025-09,Al Furjan,Al Furjan,True,389,4189,430.0,25,172,39,34,4.0,5.5
2025-10,Al Furjan,Al Furjan,True,372,4004,400.0,24,173,60,58,4.0,5.5
2025-11,Al Furjan,Al Furjan,True,393,4233,429.0,26,94,36,34,4.0,5.5
2025-12,Al Furjan,Al Furjan,True,383,4117,438.0,25,144,58,94,4.0,5.5
2026-01,Al Furjan,Al Furjan,True,385,4142,417.0,25,84,38,106,4.0,5.5
2026-02,Al Furjan,Al Furjan,True,377,4059,444.0,25,158,47,35,4.0,5.5
2026-03,Al Furjan,Al Furjan,True,406,4368,437.0,26,56,42,59,4.0,5.5
2026-04,Al Furjan,Al Furjan,True,374,4023,426.0,24,96,56,53,4.0,5.5
2020-01,Discovery Gardens,Discovery Gardens,True,153,1649,164.0,10,24,79,82,1.5,3.0
2020-02,Discovery Gardens,Discovery Gardens,True,158,1699,176.0,10,23,22,62,1.5,3.0
2020-03,Discovery Gardens,Discovery Gardens,True,152,1638,172.0,10,123,16,112,1.5,3.0
2020-04,Discovery Gardens,Discovery Gardens,True,151,1626,169.0,10,73,65,28,0.4,1.9
2020-05,Discovery Gardens,Discovery Gardens,True,152,1636,166.0,10,154,17,55,0.4,1.9
2020-06,Discovery Gardens,Discovery Gardens,True,143,1542,163.0,9,40,17,35,0.4,1.9
2020-07,Discovery Gardens,Discovery Gardens,True,145,1559,162.0,9,32,68,103,0.4,1.9
2020-08,Discovery Gardens,Discovery Gardens,True,149,1608,164.0,10,133,7,80,0.4,1.9
2020-09,Discovery Gardens,Discovery Gardens,True,147,1580,164.0,10,177,42,13,0.4,1.9
2020-10,Discovery Gardens,Discovery Gardens,True,143,1540,154.0,9,25,26,36,0.4,1.9
2020-11,Discovery Gardens,Discovery Gardens,True,147,1581,163.0,10,107,73,51,0.4,1.9
2020-12,Discovery Gardens,Discovery Gardens,True,147,1583,158.0,10,112,55,100,0.4,1.9
2021-01,Discovery Gardens,Discovery Gardens,True,147,1583,161.0,10,125,15,113,0.4,1.9
2021-02,Discovery Gardens,Discovery Gardens,True,153,1643,157.0,10,144,53,103,0.4,1.9
2021-03,Discovery Gardens,Discovery Gardens,True,162,1739,179.0,10,99,13,53,0.4,1.9
2021-04,Discovery Gardens,Discovery Gardens,True,147,1583,163.0,10,94,12,86,0.4,1.9
2021-05,Discovery Gardens,Discovery Gardens,True,168,1808,180.0,11,127,8,104,0.4,1.9
2021-06,Discovery Gardens,Discovery Gardens,True,157,1689,174.0,10,107,19,24,0.4,1.9
2021-07,Discovery Gardens,Discovery Gardens,True,157,1693,170.0,10,116,14,37,0.4,1.9
2021-08,Discovery Gardens,Discovery Gardens,True,163,1753,177.0,11,83,72,57,0.4,1.9
2021-09,Discovery Gardens,Discovery Gardens,True,168,1805,190.0,11,151,69,76,0.4,1.9
2021-10,Discovery Gardens,Discovery Gardens,True,176,1898,192.0,11,91,26,31,0.4,1.9
2021-11,Discovery Gardens,Discovery Gardens,True,184,1978,208.0,12,111,65,47,0.4,1.9
2021-12,Discovery Gardens,Discovery Gardens,True,180,1941,202.0,12,69,23,107,0.4,1.9
2022-01,Discovery Gardens,Discovery Gardens,True,189,2031,210.0,12,132,14,73,0.4,1.9
2022-02,Discovery Gardens,Discovery Gardens,True,194,2089,210.0,13,109,24,48,0.4,1.9
2022-03,Discovery Gardens,Discovery Gardens,True,203,2189,222.0,13,132,6,63,0.4,1.9
2022-04,Discovery Gardens,Discovery Gardens,True,209,2246,231.0,14,83,26,50,1.4,2.9
2022-05,Discovery Gardens,Discovery Gardens,True,207,2223,230.0,13,98,41,79,1.4,2.9
2022-06,Discovery Gardens,Discovery Gardens,True,215,2313,245.0,14,173,64,62,1.4,2.9
2022-07,Discovery Gardens,Discovery Gardens,True,211,2275,240.0,14,173,65,60,1.4,2.9
2022-08,Discovery Gardens,Discovery Gardens,True,217,2340,236.0,14,148,39,26,1.4,2.9
2022-09,Discovery Gardens,Discovery Gardens,True,218,2350,235.0,14,46,36,89,1.4,2.9
2022-10,Discovery Gardens,Discovery Gardens,True,217,2335,240.0,14,64,72,70,4.4,5.9
2022-11,Discovery Gardens,Discovery Gardens,True,237,2551,252.0,15,126,35,117,4.4,5.9
2022-12,Discovery Gardens,Discovery Gardens,True,232,2502,255.0,15,150,24,76,4.4,5.9
2023-01,Discovery Gardens,Discovery Gardens,True,245,2632,272.0,16,97,78,11,4.4,5.9
2023-02,Discovery Gardens,Discovery Gardens,True,239,2572,255.0,16,22,32,14,4.4,5.9
2023-03,Discovery Gardens,Discovery Gardens,True,238,2566,253.0,15,134,36,37,4.4,5.9
2023-04,Discovery Gardens,Discovery Gardens,True,244,2623,270.0,16,71,28,49,4.4,5.9
2023-05,Discovery Gardens,Discovery Gardens,True,255,2749,280.0,17,51,12,18,4.4,5.9
2023-06,Discovery Gardens,Discovery Gardens,True,255,2749,275.0,17,25,10,62,4.4,5.9
2023-07,Discovery Gardens,Discovery Gardens,True,257,2765,284.0,17,86,76,19,5.4,6.9
2023-08,Discovery Gardens,Discovery Gardens,True,263,2827,290.0,17,157,55,75,5.4,6.9
2023-09,Discovery Gardens,Discovery Gardens,True,271,2918,296.0,18,35,44,72,5.4,6.9
2023-10,Discovery Gardens,Discovery Gardens,True,269,2897,290.0,17,142,53,66,5.4,6.9
2023-11,Discovery Gardens,Discovery Gardens,True,276,2967,303.0,18,93,30,42,5.4,6.9
2023-12,Discovery Gardens,Discovery Gardens,True,263,2828,284.0,17,121,24,92,5.4,6.9
2024-01,Discovery Gardens,Discovery Gardens,True,277,2983,304.0,18,21,38,110,5.4,6.9
2024-02,Discovery Gardens,Discovery Gardens,True,270,2903,296.0,18,139,16,25,5.4,6.9
2024-03,Discovery Gardens,Discovery Gardens,True,277,2983,302.0,18,88,24,32,5.4,6.9
2024-04,Discovery Gardens,Discovery Gardens,True,271,2917,294.0,18,149,15,67,5.4,6.9
2024-05,Discovery Gardens,Discovery Gardens,True,276,2971,288.0,18,61,40,93,5.4,6.9
2024-06,Discovery Gardens,Discovery Gardens,True,274,2946,304.0,18,135,41,48,5.4,6.9
2024-07,Discovery Gardens,Discovery Gardens,True,268,2880,296.0,17,73,22,72,4.65,6.15
2024-08,Discovery Gardens,Discovery Gardens,True,270,2908,291.0,18,101,42,89,4.65,6.15
2024-09,Discovery Gardens,Discovery Gardens,True,264,2845,284.0,17,99,34,21,4.65,6.15
2024-10,Discovery Gardens,Discovery Gardens,True,265,2848,284.0,17,63,25,118,4.65,6.15
2024-11,Discovery Gardens,Discovery Gardens,True,270,2911,302.0,18,100,71,42,4.65,6.15
2024-12,Discovery Gardens,Discovery Gardens,True,276,2968,305.0,18,99,38,114,4.65,6.15
2025-01,Discovery Gardens,Discovery Gardens,True,265,2848,302.0,17,45,53,26,4.65,6.15
2025-02,Discovery Gardens,Discovery Gardens,True,256,2751,287.0,17,19,53,37,4.65,6.15
2025-03,Discovery Gardens,Discovery Gardens,True,264,2840,292.0,17,15,48,24,4.65,6.15
2025-04,Discovery Gardens,Discovery Gardens,True,269,2901,298.0,18,21,5,38,4.65,6.15
2025-05,Discovery Gardens,Discovery Gardens,True,265,2855,296.0,17,100,69,108,4.65,6.15
2025-06,Discovery Gardens,Discovery Gardens,True,263,2833,293.0,17,139,18,103,4.65,6.15
2025-07,Discovery Gardens,Discovery Gardens,True,268,2881,290.0,17,36,59,75,4.0,5.5
2025-08,Discovery Gardens,Discovery Gardens,True,268,2890,293.0,17,44,38,12,4.0,5.5
2025-09,Discovery Gardens,Discovery Gardens,True,263,2830,288.0,17,57,6,32,4.0,5.5
2025-10,Discovery Gardens,Discovery Gardens,True,267,2874,273.0,17,103,56,56,4.0,5.5
2025-11,Discovery Gardens,Discovery Gardens,True,264,2837,293.0,17,25,50,96,4.0,5.5
2025-12,Discovery Gardens,Discovery Gardens,True,253,2719,274.0,16,92,59,111,4.0,5.5
2026-01,Discovery Gardens,Discovery Gardens,True,266,2865,301.0,17,53,27,50,4.0,5.5
2026-02,Discovery Gardens,Discovery Gardens,True,259,2783,275.0,17,74,32,115,4.0,5.5
2026-03,Discovery Gardens,Discovery Gardens,True,268,2880,311.0,17,112,55,98,4.0,5.5
2026-04,Discovery Gardens,Discovery Gardens,True,252,2710,263.0,16,38,10,90,4.0,5.5
2020-01,The Greens,The Greens,True,277,2986,299.0,18,96,56,104,1.5,3.0
2020-02,The Greens,The Greens,True,291,3137,317.0,19,178,45,83,1.5,3.0
2020-03,The Greens,The Greens,True,287,3088,302.0,19,153,50,35,1.5,3.0
2020-04,The Greens,The Greens,True,306,3295,314.0,20,148,7,13,0.4,1.9
2020-05,The Greens,The Greens,True,286,3075,302.0,19,36,32,13,0.4,1.9
2020-06,The Greens,The Greens,True,270,2904,302.0,18,41,64,73,0.4,1.9
2020-07,The Greens,The Greens,True,270,2910,294.0,18,164,41,69,0.4,1.9
2020-08,The Greens,The Greens,True,285,3064,314.0,19,78,46,39,0.4,1.9
2020-09,The Greens,The Greens,True,285,3068,316.0,19,48,27,52,0.4,1.9
2020-10,The Greens,The Greens,True,264,2842,298.0,17,30,17,66,0.4,1.9
2020-11,The Greens,The Greens,True,272,2925,299.0,18,130,63,12,0.4,1.9
2020-12,The Greens,The Greens,True,271,2918,301.0,18,18,54,103,0.4,1.9
2021-01,The Greens,The Greens,True,279,3004,309.0,18,122,76,105,0.4,1.9
2021-02,The Greens,The Greens,True,273,2942,304.0,18,38,69,25,0.4,1.9
2021-03,The Greens,The Greens,True,300,3233,337.0,20,126,79,33,0.4,1.9
2021-04,The Greens,The Greens,True,293,3157,319.0,19,91,44,27,0.4,1.9
2021-05,The Greens,The Greens,True,301,3235,331.0,20,131,34,17,0.4,1.9
2021-06,The Greens,The Greens,True,306,3297,329.0,20,18,16,30,0.4,1.9
2021-07,The Greens,The Greens,True,305,3282,345.0,20,47,45,47,0.4,1.9
2021-08,The Greens,The Greens,True,310,3338,339.0,20,119,51,17,0.4,1.9
2021-09,The Greens,The Greens,True,327,3518,355.0,21,69,49,28,0.4,1.9
2021-10,The Greens,The Greens,True,316,3398,356.0,21,108,30,28,0.4,1.9
2021-11,The Greens,The Greens,True,331,3562,348.0,22,144,67,31,0.4,1.9
2021-12,The Greens,The Greens,True,339,3645,376.0,22,162,34,37,0.4,1.9
2022-01,The Greens,The Greens,True,366,3934,391.0,24,79,37,119,0.4,1.9
2022-02,The Greens,The Greens,True,372,4001,399.0,24,36,27,112,0.4,1.9
2022-03,The Greens,The Greens,True,376,4048,414.0,24,49,52,52,0.4,1.9
2022-04,The Greens,The Greens,True,372,4005,417.0,24,28,13,99,1.4,2.9
2022-05,The Greens,The Greens,True,378,4065,402.0,25,81,14,13,1.4,2.9
2022-06,The Greens,The Greens,True,394,4242,419.0,26,70,64,84,1.4,2.9
2022-07,The Greens,The Greens,True,398,4288,452.0,26,175,10,75,1.4,2.9
2022-08,The Greens,The Greens,True,392,4222,422.0,25,174,6,80,1.4,2.9
2022-09,The Greens,The Greens,True,388,4181,429.0,25,38,48,35,1.4,2.9
2022-10,The Greens,The Greens,True,418,4503,453.0,27,104,26,103,4.4,5.9
2022-11,The Greens,The Greens,True,426,4590,454.0,28,16,57,36,4.4,5.9
2022-12,The Greens,The Greens,True,432,4652,495.0,28,24,34,41,4.4,5.9
2023-01,The Greens,The Greens,True,452,4871,491.0,29,141,77,79,4.4,5.9
2023-02,The Greens,The Greens,True,439,4723,487.0,29,114,79,116,4.4,5.9
2023-03,The Greens,The Greens,True,428,4607,480.0,28,30,39,116,4.4,5.9
2023-04,The Greens,The Greens,True,478,5150,535.0,31,153,67,111,4.4,5.9
2023-05,The Greens,The Greens,True,479,5161,526.0,31,160,69,70,4.4,5.9
2023-06,The Greens,The Greens,True,492,5299,545.0,32,150,74,25,4.4,5.9
2023-07,The Greens,The Greens,True,497,5355,535.0,32,133,37,104,5.4,6.9
2023-08,The Greens,The Greens,True,511,5504,582.0,33,70,45,67,5.4,6.9
2023-09,The Greens,The Greens,True,504,5430,525.0,33,153,75,20,5.4,6.9
2023-10,The Greens,The Greens,True,501,5391,546.0,33,82,64,28,5.4,6.9
2023-11,The Greens,The Greens,True,489,5261,559.0,32,113,63,37,5.4,6.9
2023-12,The Greens,The Greens,True,516,5553,574.0,34,49,25,54,5.4,6.9
2024-01,The Greens,The Greens,True,513,5522,567.0,33,145,23,74,5.4,6.9
2024-02,The Greens,The Greens,True,504,5429,562.0,33,156,30,14,5.4,6.9
2024-03,The Greens,The Greens,True,515,5543,560.0,33,108,79,86,5.4,6.9
2024-04,The Greens,The Greens,True,497,5348,558.0,32,28,42,77,5.4,6.9
2024-05,The Greens,The Greens,True,489,5262,516.0,32,116,79,82,5.4,6.9
2024-06,The Greens,The Greens,True,515,5544,567.0,33,68,45,92,5.4,6.9
2024-07,The Greens,The Greens,True,502,5408,551.0,33,144,50,50,4.65,6.15
2024-08,The Greens,The Greens,True,510,5490,565.0,33,78,34,100,4.65,6.15
2024-09,The Greens,The Greens,True,494,5313,530.0,32,96,59,117,4.65,6.15
2024-10,The Greens,The Greens,True,514,5533,537.0,33,114,68,13,4.65,6.15
2024-11,The Greens,The Greens,True,502,5405,557.0,33,39,41,57,4.65,6.15
