id,date_listed,project_id,project_name,developer,developer_tier,community,zone,lat,lon,property_category,property_type,bedrooms,area_sqft,area_m2,view,launch_year,handover_year,total_project_units,payment_plan,metro_station,metro_line,metro_distance_min,to_burj_khalifa_km,price_usd,price_per_sqft_usd,price_per_m2_usd,mortgage_rate_at_listing
O004847,29-08-2022,OP0117,Marasi Riverside,Binghatti,tier2,City Walk,Al Wasl,25.21423,55.27333,apartment,2BR,2,1136,105.5,park,2023,2025,400,70/30,Financial Centre,Red,11,1.9,902300,794,8551,2.9
O004848,04-10-2021,OP0145,Six Senses,Meraas,tier1,Dubailand,Dubailand,25.02713,55.29321,villa,6BR_villa,6,6634,616.3,park,2024,2027,400,60/40,Dubai Internet City,Red,178,19.01,1465300,221,2377,1.9
O004849,03-01-2026,OP0183,Seaside,Select Group,tier2,Bukadra,Bukadra,25.17647,55.34308,apartment,1BR,1,657,61,city,2025,2025,200,80/20,Al Nahda,Red,163,7.29,376800,574,6177,5.5
O004850,21-03-2025,OP0074,Damac Bay,Omniyat,tier1,Arabian Ranches,Arabian Ranches,25.0451,55.27953,villa,3BR_villa,3,2476,230,city,2022,2024,1500,70/30,Business Bay,Red,192,16.92,2156000,871,9373,6.15
O004851,16-01-2023,OP0130,Marina Vista,Dubai Properties,tier1,Liwan,Dubailand,25.06191,55.32871,apartment,1BR,1,1003,93.2,burj_khalifa,2022,2027,400,60/40,First Abu Dhabi Bank,Red,161,16.01,390900,390,4193,5.9
O004852,15-01-2023,OP0127,Safa Towers,Sobha,tier1,Mohammed Bin Rashid City,Mohammed Bin Rashid,25.16051,55.28928,apartment,1BR,1,651,60.5,city,2024,2026,800,10/90_post_handover,Burj Khalifa/Dubai Mall,Red,58,4.35,480700,738,7946,5.9
O004853,09-04-2025,OP0020,Volta,Omniyat,tier1,The Springs,Emirates Living,25.04553,55.18994,villa,6BR_villa,6,8291,770.2,park,2024,2028,200,80/20,Jumeirah Golf Estates,Red,40,18.89,7866300,949,10213,6.15
O004854,20-06-2024,OP0085,Crest Grande,Tiger Group,tier2,Mohammed Bin Rashid City,Mohammed Bin Rashid,25.16534,55.30854,villa,4BR_villa,4,3204,297.7,city,2024,2027,800,60/40,Palm Deira,Green,129,4.93,2968900,927,9973,6.9
O004855,05-12-2024,OP0147,Beach Mansion,Deyaar,tier2,Dubai Silicon Oasis,Dubai Silicon Oasis,25.11824,55.38321,apartment,1BR,1,761,70.7,sea,2025,2026,1500,60/40,Stadium (G),Green,240,14.04,314200,413,4447,6.15
O004856,05-02-2021,OP0044,Volta,Sobha,tier1,Arabian Ranches 2,Arabian Ranches,25.04518,55.2574,villa,3BR_villa,3,3011,279.7,burj_khalifa,2024,2026,1500,60/40,Jumeirah Golf Estates,Red,113,16.99,2129600,707,7614,1.9
O004857,12-11-2025,OP0012,Como Residences,Binghatti,tier2,Jumeirah Lake Towers,JLT,25.07027,55.15026,apartment,3BR,3,1159,107.7,burj_khalifa,2023,2026,400,50/50_post_handover,UAE Pavilion,Red,66,18.85,672300,580,6243,5.5
O004858,25-03-2021,OP0035,Marasi Riverside,Sobha,tier1,Living Legends,Dubailand,25.08073,55.31718,apartment,2BR,2,1249,116,community,2025,2024,100,70/30,Mall of the Emirates,Red,149,13.65,324000,259,2793,1.9
O004859,03-09-2021,OP0154,Hartland Greens,Meraas,tier1,Jumeirah Beach Residence,Dubai Marina,25.07642,55.12049,apartment,2BR,2,1479,137.4,sea,2022,2026,200,60/40,Al Furjan,Red,72,20.5,1088800,736,7924,1.9
O004860,06-01-2021,OP0041,Vela Residences,Sobha,tier1,Jumeirah 2,Jumeirah,25.22013,55.24108,apartment,1BR,1,750,69.7,marina,2023,2024,100,50/50_post_handover,Union,Red,110,4.21,432500,577,6208,1.9
O004861,23-02-2024,OP0125,Como Residences,Aldar,tier1,Mohammed Bin Rashid City,Mohammed Bin Rashid,25.16732,55.30603,apartment,1BR,1,907,84.3,community,2023,2027,400,80/20,Burj Khalifa/Dubai Mall,Red,62,4.6,756200,833,8970,6.9
O004862,25-10-2023,OP0097,Marasi Riverside,Aldar,tier1,Dubai Harbour,Dubai Marina,25.08347,55.15223,apartment,studio,0,438,40.7,burj_khalifa,2023,2025,1500,70/30,Sharaf DG,Red,59,17.64,872200,1990,21415,6.9
O004863,30-01-2023,OP0094,Safa Towers,Ellington,tier2,Pearl Jumeira,Jumeirah,25.223,55.244,villa,5BR_villa,5,4463,414.6,pool,2022,2026,800,60/40,Dubai Internet City,Red,190,4.19,6678800,1497,16109,5.9
O004864,09-01-2023,OP0020,Volta,Omniyat,tier1,The Springs,Emirates Living,25.04553,55.18994,villa,3BR_villa,3,2798,260,city,2024,2028,200,50/50_post_handover,Discovery Gardens,Red,63,18.89,2114900,756,8135,5.9
O004865,10-01-2023,OP0074,Damac Bay,Omniyat,tier1,Arabian Ranches,Arabian Ranches,25.0451,55.27953,villa,5BR_villa,5,6723,624.6,city,2022,2024,1500,70/30,Dubai Internet City,Red,152,16.92,5513600,820,8827,5.9
O004866,10-01-2026,OP0143,Marasi Riverside,Binghatti,tier2,Jumeirah Lake Towers,JLT,25.06138,55.13942,apartment,1BR,1,731,67.9,marina,2022,2026,1500,60/40,Ibn Battuta,Red,39,20.32,446700,611,6576,5.5
O004867,20-03-2026,OP0114,Grande,Nakheel,tier1,Expo City,Dubai South,24.95921,55.14245,apartment,2BR,2,1360,126.4,community,2023,2024,1500,60/40,Energy,Red,77,29.61,557100,410,4408,5.5
O004868,20-03-2021,OP0001,Aykon City,Sobha,tier1,Mira,Reem,25.04817,55.28314,villa,4BR_villa,4,4721,438.6,community,2023,2026,800,50/50_post_handover,Sharaf DG,Red,146,16.59,1452600,308,3312,1.9
O004869,13-03-2024,OP0097,Marasi Riverside,Aldar,tier1,Dubai Harbour,Dubai Marina,25.08347,55.15223,apartment,3BR,3,1791,166.4,marina,2023,2025,1500,60/40,Mashreq Bank,Red,29,17.64,2931200,1637,17617,6.9
O004870,21-07-2024,OP0177,Grande,Deyaar,tier2,World Islands,World Islands,25.22822,55.16473,apartment,1BR,1,751,69.8,marina,2021,2026,400,60/40,UAE Pavilion,Red,275,11.56,1204000,1603,17259,6.15
O004871,15-12-2024,OP0128,Vida Residences,Aldar,tier1,Dubailand,Dubailand,25.03005,55.30866,apartment,3BR,3,2452,227.8,sea,2023,2028,200,70/30,Sharaf DG,Red,179,18.9,1096200,447,4812,6.15
O004872,29-08-2022,OP0097,Marasi Riverside,Aldar,tier1,Dubai Harbour,Dubai Marina,25.08347,55.15223,apartment,1BR,1,778,72.3,community,2023,2025,1500,60/40,Mall of the Emirates,Red,74,17.64,688700,885,9531,2.9
O004873,10-05-2025,OP0165,Aykon City,Sobha,tier1,The Meadows,Emirates Living,25.04572,55.1704,villa,3BR_villa,3,2921,271.4,community,2021,2024,1500,60/40,UAE Pavilion,Red,60,19.83,2951900,1010,10876,6.15
O004874,03-09-2021,OP0142,Grande,Dubai Properties,tier1,Living Legends,Dubailand,25.08629,55.30363,villa,5BR_villa,5,5458,507,marina,2025,2025,800,70/30,Dubai Healthcare City,Green,194,12.68,2194600,402,4328,1.9
O004875,07-03-2025,OP0057,Hartland Greens,Dubai Properties,tier1,Motor City,Motor City,25.04604,55.22656,apartment,2BR,2,1022,95,burj_khalifa,2022,2024,100,60/40,Al Ras,Green,309,17.48,521400,510,5491,6.15
O004876,20-10-2021,OP0014,Beachgate,Select Group,tier2,Dubai Studio City,Dubai Studio City,25.03765,55.22495,apartment,studio,0,463,43,burj_khalifa,2024,2027,800,10/90_post_handover,Discovery Gardens,Red,102,18.43,125400,271,2916,1.9
O004877,05-10-2021,OP0141,Volta,Aldar,tier1,La Mer,Jumeirah,25.22383,55.26606,apartment,2BR,2,1343,124.8,city,2022,2025,1500,10/90_post_handover,Burj Khalifa/Dubai Mall,Red,40,3.08,1346700,1003,10791,1.9
O004878,24-12-2022,OP0024,Marina Vista,Omniyat,tier1,The Valley,Dubai-Al Ain Road,24.96651,55.47671,villa,3BR_villa,3,2520,234.2,community,2023,2024,400,80/20,Dubai Airport Free Zone,Green,441,32.76,880900,350,3762,5.9
O004879,19-04-2022,OP0151,Vela Residences,Azizi,tier2,Emirates Hills,Emirates Hills,25.04858,55.14849,villa,5BR_villa,5,4641,431.2,community,2021,2026,1500,60/40,Discovery Gardens,Red,12,20.83,5247100,1130,12169,2.9
O004880,19-01-2025,OP0068,Grande,DAMAC,tier1,DIFC,DIFC,25.21464,55.28107,apartment,3BR,3,1787,166,city,2022,2027,400,10/90_post_handover,Financial Centre,Red,8,2.05,2360200,1321,14220,6.15
O004881,19-09-2022,OP0163,Damac Bay,Emaar,tier1,Palm Jumeirah,Palm Jumeirah,25.11006,55.13787,apartment,3BR,3,1839,170.8,community,2023,2028,400,60/40,Sharaf DG,Red,63,16.81,1789000,973,10472,2.9
O004882,26-10-2025,OP0193,Creek Vistas,Ellington,tier2,Jumeirah Golf Estates,JGE,25.02257,55.18983,villa,5BR_villa,5,5112,474.9,community,2022,2027,800,80/20,Jumeirah Golf Estates,Red,30,21.2,3371000,659,7098,5.5
O004883,11-03-2022,OP0179,Damac Bay,Binghatti,tier2,Sustainable City,Sustainable City,24.98339,55.27192,villa,3BR_villa,3,2844,264.2,burj_khalifa,2022,2025,1500,70/30,Jumeirah Golf Estates,Red,141,23.78,1451200,510,5493,1.9
O004884,10-02-2024,OP0085,Crest Grande,Tiger Group,tier2,Mohammed Bin Rashid City,Mohammed Bin Rashid,25.16534,55.30854,villa,3BR_villa,3,2640,245.3,park,2024,2027,800,50/50_post_handover,Creek,Green,101,4.93,2389400,905,9741,6.9
O004885,08-03-2023,OP0184,Como Residences,Emaar,tier1,Azizi Riviera,MBR City,25.18397,55.29577,apartment,1BR,1,679,63.1,sea,2021,2027,200,60/40,First Abu Dhabi Bank,Red,106,2.61,589000,868,9339,5.9
O004886,10-12-2024,OP0091,Beachgate,Nakheel,tier1,Jumeirah Park,Emirates Living,25.04807,55.17198,villa,4BR_villa,4,3759,349.3,burj_khalifa,2025,2028,100,60/40,Jumeirah Golf Estates,Red,31,19.53,4902400,1304,14037,6.15
O004887,11-07-2024,OP0005,Grande,Azizi,tier2,Meydan,Meydan,25.15393,55.30064,villa,4BR_villa,4,4072,378.3,city,2025,2025,400,10/90_post_handover,Business Bay,Red,69,5.49,3077500,756,8135,6.15
O004888,27-08-2022,OP0018,Six Senses,Meraas,tier1,Dubai Studio City,Dubai Studio City,25.03393,55.21167,apartment,4BR_penthouse,4,3387,314.6,community,2023,2027,1500,60/40,Mall of the Emirates,Red,115,19.22,1033700,305,3286,2.9
O004889,13-01-2025,OP0109,Burj Binghatti,Dubai Properties,tier1,Green Community,DIP,25.0047,55.16951,villa,4BR_villa,4,4241,394,park,2023,2027,400,50/50_post_handover,Discovery Gardens,Red,65,23.87,2044300,482,5189,6.15
O004890,13-04-2021,OP0029,Lagoon,DAMAC,tier1,Dubai Investment Park,DIP,24.99719,55.19027,apartment,2BR,2,1196,111.1,marina,2023,2026,1500,80/20,Jumeirah Golf Estates,Red,51,23.8,267500,224,2407,1.9
O004891,18-06-2021,OP0137,Damac Bay,Binghatti,tier2,Madinat Jumeirah Living,Jumeirah,25.12162,55.19646,apartment,3BR,3,1874,174.1,community,2023,2028,100,70/30,Mall of the Emirates,Red,8,11.5,1377200,735,7911,1.9
O004892,02-02-2026,OP0172,Address Residences,Nakheel,tier1,Green Community,DIP,25.00353,55.1803,villa,4BR_villa,4,2956,274.6,city,2025,2026,100,10/90_post_handover,Jebel Ali,Red,56,23.53,1613000,546,5873,5.5
O004893,20-12-2025,OP0143,Marasi Riverside,Binghatti,tier2,Jumeirah Lake Towers,JLT,25.06138,55.13942,apartment,2BR,2,1179,109.5,sea,2022,2026,1500,10/90_post_handover,MRT-1,Red,40,20.32,711600,604,6497,5.5
O004894,18-06-2025,OP0003,One at Palm,Deyaar,tier2,Jumeirah Golf Estates,JGE,25.01301,55.19884,villa,3BR_villa,3,2392,222.2,community,2025,2026,200,50/50_post_handover,Abu Baker Al Siddique,Red,390,21.85,1792900,750,8069,6.15
O004895,05-05-2023,OP0185,Crest Grande,Binghatti,tier2,Liwan,Dubailand,25.06342,55.31527,apartment,1BR,1,563,52.3,city,2023,2026,200,10/90_post_handover,Centrepoint,Red,281,15.43,167600,298,3203,5.9
O004896,20-05-2021,OP0058,Beach Mansion,Nakheel,tier1,Dubai Studio City,Dubai Studio City,25.03252,55.224,apartment,studio,0,377,35,community,2023,2025,800,50/50_post_handover,Jebel Ali,Red,120,19,80600,214,2299,1.9
O004897,04-12-2023,OP0062,Forte,Dubai Properties,tier1,Al Furjan,Al Furjan,25.02889,55.13714,apartment,2BR,2,1395,129.6,community,2023,2025,800,10/90_post_handover,UAE Pavilion,Red,15,23.26,718200,515,5542,6.9
O004898,01-02-2023,OP0083,Forte,Dubai Properties,tier1,Meydan,Meydan,25.1618,55.25792,villa,5BR_villa,5,4446,413.1,golf_course,2024,2026,800,60/40,Al Jafiliya,Red,102,4.27,3944600,887,9549,5.9
O004899,07-11-2024,OP0110,Crest Grande,Azizi,tier2,Pearl Jumeira,Jumeirah,25.21164,55.26648,villa,3BR_villa,3,3397,315.6,pool,2023,2027,400,70/30,Burj Khalifa/Dubai Mall,Red,21,1.79,5625500,1656,17826,6.15
O004900,13-01-2023,OP0036,Bulgari Lighthouse,Meraas,tier1,Liwan,Dubailand,25.06785,55.33633,apartment,3BR,3,1942,180.4,burj_khalifa,2025,2025,800,70/30,Expo 2020,Red,270,15.68,646800,333,3585,5.9
O004901,11-05-2025,OP0120,Seaside,Tiger Group,tier2,The Springs,Emirates Living,25.04604,55.18125,villa,6BR_villa,6,8669,805.4,community,2025,2025,100,60/40,Jumeirah Golf Estates,Red,34,19.25,6726200,776,8352,6.15
O004902,02-04-2023,OP0193,Creek Vistas,Ellington,tier2,Jumeirah Golf Estates,JGE,25.02257,55.18983,villa,3BR_villa,3,2889,268.4,community,2022,2027,800,70/30,Ibn Battuta,Red,98,21.2,2044500,708,7616,5.9
O004903,05-10-2025,OP0153,Vela Residences,Tiger Group,tier2,The Lakes,Emirates Living,25.05548,55.19167,villa,4BR_villa,4,3138,291.5,community,2023,2026,800,80/20,UAE Pavilion,Red,87,17.82,2375700,757,8149,5.5
O004904,09-12-2023,OP0067,Beach Mansion,Deyaar,tier2,International City,International City,25.17201,55.40909,apartment,1BR,1,860,79.9,city,2023,2028,1500,80/20,Al Ras,Green,184,13.84,252200,293,3158,6.9
O004905,28-05-2022,OP0196,Beachgate,Danube,tier2,Sustainable City,Sustainable City,24.97679,55.28466,villa,4BR_villa,4,3634,337.6,sea,2023,2026,400,70/30,Noor Bank,Red,216,24.53,1976600,544,5855,2.9
O004906,28-03-2023,OP0006,One at Palm,Binghatti,tier2,Bukadra,Bukadra,25.18124,55.32387,villa,3BR_villa,3,3524,327.3,park,2024,2026,1500,10/90_post_handover,Al Jafiliya,Red,82,5.29,1698100,482,5187,5.9
O004907,10-10-2024,OP0085,Crest Grande,Tiger Group,tier2,Mohammed Bin Rashid City,Mohammed Bin Rashid,25.16534,55.30854,apartment,1BR,1,577,53.6,sea,2024,2027,800,10/90_post_handover,Max,Red,96,4.93,548400,950,10230,6.15
O004908,26-03-2024,OP0067,Beach Mansion,Deyaar,tier2,International City,International City,25.17201,55.40909,apartment,3BR,3,2281,211.9,community,2023,2028,1500,50/50_post_handover,Oud Metha,Green,146,13.84,452800,199,2137,6.9
O004909,30-12-2021,OP0191,Forte,Azizi,tier2,The Valley,Dubai-Al Ain Road,24.96717,55.50704,villa,4BR_villa,4,3603,334.7,city,2023,2026,800,50/50_post_handover,Creek,Green,397,34.69,1025000,284,3062,1.9
O004910,03-01-2026,OP0091,Beachgate,Nakheel,tier1,Jumeirah Park,Emirates Living,25.04807,55.17198,villa,3BR_villa,3,3247,301.7,community,2025,2028,100,10/90_post_handover,Ibn Battuta,Red,68,19.53,3106000,957,10296,5.5
O004911,15-07-2024,OP0095,Como Residences,Binghatti,tier2,Mudon,Dubailand,25.04779,55.24223,villa,5BR_villa,5,3046,283,city,2023,2024,1500,60/40,Dubai Investment Park,Red,122,16.93,1584100,520,5597,6.15
O004912,12-07-2023,OP0175,Safa Towers,Emaar,tier1,Business Bay,Business Bay,25.18991,55.2576,apartment,3BR,3,1937,179.9,sea,2021,2028,200,50/50_post_handover,Max,Red,80,1.87,1739300,898,9667,6.9
O004913,30-01-2026,OP0155,Six Senses,Nakheel,tier1,Motor City,Motor City,25.05555,55.23457,apartment,3BR,3,2377,220.8,burj_khalifa,2024,2027,100,70/30,Al Furjan,Red,111,16.25,1435900,604,6503,5.5
O004914,20-04-2025,OP0102,Cavalli Tower,Ellington,tier2,DIFC,DIFC,25.21521,55.26624,apartment,studio,0,370,34.4,park,2023,2025,800,70/30,First Abu Dhabi Bank,Red,113,2.16,521800,1411,15184,6.15
O004915,24-10-2022,OP0141,Volta,Aldar,tier1,La Mer,Jumeirah,25.22383,55.26606,apartment,4BR_penthouse,4,3206,297.8,city,2022,2025,1500,60/40,Emirates Towers,Red,25,3.08,4104900,1281,13784,5.9
O004916,18-10-2025,OP0045,Crest Grande,Tiger Group,tier2,Jumeirah 3,Jumeirah,25.20409,55.2386,villa,3BR_villa,3,3090,287.1,city,2024,2025,100,60/40,Baniyas Square (G),Green,122,3.68,3223000,1043,11227,5.5
O004917,19-12-2021,OP0167,Cavalli Tower,Nakheel,tier1,Green Community,DIP,24.99931,55.16154,villa,3BR_villa,3,2299,213.6,golf_course,2022,2026,800,50/50_post_handover,Ibn Battuta,Red,82,24.77,802700,349,3758,1.9
O004918,07-08-2025,OP0034,Burj Binghatti,Sobha,tier1,Jumeirah 1,Jumeirah,25.22826,55.24851,apartment,2BR,2,1335,124,city,2022,2027,200,70/30,Financial Centre,Red,43,4.33,1384700,1037,11164,5.5
O004919,03-08-2022,OP0007,Six Senses,Ellington,tier2,Dubai Marina,Dubai Marina,25.0801,55.1365,apartment,1BR,1,956,88.8,marina,2022,2026,800,10/90_post_handover,Etisalat,Green,376,19.03,713700,747,8040,2.9
O004920,18-03-2026,OP0077,Bayview,Tiger Group,tier2,The Views,The Greens,25.11176,55.15646,apartment,studio,0,532,49.5,park,2022,2026,100,80/20,Baniyas Square,Red,275,15.2,334600,628,6765,5.5
O004921,05-11-2021,OP0113,Grande,Nakheel,tier1,Madinat Jumeirah Living,Jumeirah,25.13334,55.1874,villa,4BR_villa,4,3842,356.9,marina,2022,2027,200,60/40,Sharaf DG,Red,36,11.27,3726400,970,10442,1.9
O004922,21-01-2025,OP0039,Forte,Meraas,tier1,Emirates Hills,Emirates Hills,25.05248,55.16604,villa,3BR_villa,3,1886,175.3,burj_khalifa,2024,2027,1500,60/40,MRT-1,Red,50,19.44,4360400,2311,24880,6.15
O004923,04-12-2023,OP0041,Vela Residences,Sobha,tier1,Jumeirah 2,Jumeirah,25.22013,55.24108,villa,4BR_villa,4,5224,485.4,sea,2023,2024,100,60/40,Burj Khalifa/Dubai Mall,Red,50,4.21,7087000,1357,14601,6.9
O004924,30-09-2024,OP0067,Beach Mansion,Deyaar,tier2,International City,International City,25.17201,55.40909,apartment,1BR,1,884,82.1,marina,2023,2028,1500,60/40,Al Jafiliya,Red,163,13.84,225100,255,2743,6.15
O004925,11-12-2024,OP0076,Como Residences,Emaar,tier1,Umm Suqeim,Jumeirah,25.15958,55.20256,villa,5BR_villa,5,6490,602.9,pool,2023,2026,200,50/50_post_handover,Al Ras,Green,181,8.35,7819500,1205,12970,6.15
O004926,31-10-2024,OP0034,Burj Binghatti,Sobha,tier1,Jumeirah 1,Jumeirah,25.22826,55.24851,apartment,3BR,3,1841,171,park,2022,2027,200,80/20,Business Bay,Red,61,4.33,1707200,928,9984,6.15
O004927,25-03-2022,OP0194,Seaside,Emaar,tier1,Bluewaters Island,Dubai Marina,25.07266,55.13589,apartment,2BR,2,1227,114,city,2024,2026,800,60/40,MRT-1,Red,52,19.65,1266000,1031,11103,1.9
O004928,21-03-2025,OP0177,Grande,Deyaar,tier2,World Islands,World Islands,25.22822,55.16473,apartment,3BR,3,1984,184.4,sea,2021,2026,400,10/90_post_handover,Noor Bank,Red,159,11.56,3357100,1692,18209,6.15
O004929,26-02-2021,OP0013,Burj Binghatti,Emaar,tier1,Jumeirah Islands,Emirates Living,25.04746,55.15715,villa,6BR_villa,6,7123,661.8,marina,2021,2027,800,70/30,Mashreq Bank,Red,71,20.41,5897600,828,8912,1.9
O004930,01-09-2021,OP0163,Damac Bay,Emaar,tier1,Palm Jumeirah,Palm Jumeirah,25.11006,55.13787,apartment,2BR,2,1081,100.4,city,2023,2028,400,60/40,Mall of the Emirates,Red,84,16.81,990400,916,9861,1.9
O004931,21-02-2021,OP0087,Seaside,Tiger Group,tier2,Living Legends,Dubailand,25.08126,55.29139,villa,4BR_villa,4,4565,424.1,burj_khalifa,2023,2026,100,70/30,BurJuman (G),Green,236,13.01,1460100,320,3443,1.9
O004932,14-06-2022,OP0148,Beach Mansion,Emaar,tier1,Arabian Ranches 3,Arabian Ranches,25.05995,55.28146,villa,6BR_villa,6,6916,642.5,sea,2023,2026,800,50/50_post_handover,Abu Baker Al Siddique,Red,300,15.28,7131400,1031,11099,2.9
O004933,22-07-2023,OP0052,Grande,Danube,tier2,Meydan,Meydan,25.15857,55.27805,apartment,2BR,2,1305,121.3,pool,2022,2026,1500,50/50_post_handover,World Trade Centre,Red,93,4.31,843400,646,6956,6.9
O004934,20-04-2022,OP0144,Six Senses,Ellington,tier2,Al Reem,Arabian Ranches,25.04026,55.25569,villa,4BR_villa,4,3056,283.9,golf_course,2025,2027,1500,50/50_post_handover,Mashreq Bank,Red,134,17.55,1901000,622,6695,2.9
O004935,07-03-2024,OP0033,Beachgate,Meraas,tier1,Arabian Ranches 2,Arabian Ranches,25.05444,55.28876,villa,4BR_villa,4,5096,473.4,sea,2022,2027,800,10/90_post_handover,Danube,Red,206,15.94,5823600,1143,12301,6.9
O004936,20-10-2021,OP0167,Cavalli Tower,Nakheel,tier1,Green Community,DIP,24.99931,55.16154,villa,3BR_villa,3,2740,254.5,sea,2022,2026,800,60/40,Jumeirah Golf Estates,Red,43,24.77,1141800,417,4486,1.9
O004937,14-05-2025,OP0186,Sobha Reserve,MAG,tier2,The Views,The Greens,25.10979,55.17636,apartment,2BR,2,1331,123.7,city,2022,2028,400,10/90_post_handover,Dubai Internet City,Red,16,13.85,780200,586,6310,6.15
O004938,16-02-2026,OP0049,Crest Grande,Deyaar,tier2,Jumeirah Golf Estates,JGE,25.0074,55.18746,villa,3BR_villa,3,2243,208.4,community,2024,2027,800,70/30,Baniyas Square,Red,383,22.85,1732500,772,8312,5.5
O004939,23-02-2026,OP0191,Forte,Azizi,tier2,The Valley,Dubai-Al Ain Road,24.96717,55.50704,villa,4BR_villa,4,3792,352.3,park,2023,2026,800,50/50_post_handover,Al Ghubaiba,Green,464,34.69,1502500,396,4265,5.5
O004940,24-03-2022,OP0185,Crest Grande,Binghatti,tier2,Liwan,Dubailand,25.06342,55.31527,apartment,1BR,1,813,75.5,park,2023,2026,200,50/50_post_handover,Stadium,Red,316,15.43,183200,225,2426,1.9
O004941,21-05-2022,OP0069,One at Palm,Ellington,tier2,Green Community,DIP,24.99719,55.16434,villa,4BR_villa,4,4111,381.9,sea,2022,2026,800,60/40,MRT-1,Red,62,24.85,2051000,499,5371,2.9
O004942,13-09-2023,OP0068,Grande,DAMAC,tier1,DIFC,DIFC,25.21464,55.28107,apartment,3BR,3,2419,224.8,park,2022,2027,400,10/90_post_handover,Emirates Towers,Red,5,2.05,3476200,1437,15467,6.9
O004943,31-01-2022,OP0052,Grande,Danube,tier2,Meydan,Meydan,25.15857,55.27805,apartment,2BR,2,1237,115,city,2022,2026,1500,50/50_post_handover,Financial Centre,Red,72,4.31,664100,537,5777,1.9
O004944,15-10-2021,OP0009,Vida Residences,Azizi,tier2,Business Bay,Business Bay,25.18726,55.25993,apartment,3BR,3,2214,205.7,burj_khalifa,2024,2028,200,80/20,Palm Deira,Green,107,1.83,1196300,540,5817,1.9
O004945,30-01-2025,OP0175,Safa Towers,Emaar,tier1,Business Bay,Business Bay,25.18991,55.2576,apartment,studio,0,484,45,city,2021,2028,200,70/30,Business Bay,Red,10,1.87,308700,638,6864,6.15
O004946,04-06-2022,OP0187,Grande,Danube,tier2,Jumeirah 1,Jumeirah,25.23883,55.26222,villa,6BR_villa,6,7107,660.3,city,2023,2025,100,70/30,Al Nahda,Red,148,4.79,6341600,892,9605,2.9
O004947,07-06-2022,OP0082,Marina Vista,Ellington,tier2,Green Community,DIP,25.00724,55.17093,villa,3BR_villa,3,3168,294.3,sea,2022,2025,400,60/40,Dubai Investment Park,Red,29,23.55,1782300,563,6056,2.9
O004948,06-01-2026,OP0091,Beachgate,Nakheel,tier1,Jumeirah Park,Emirates Living,25.04807,55.17198,villa,4BR_villa,4,3872,359.8,marina,2025,2028,100,60/40,Al Furjan,Red,45,19.53,4258200,1100,11836,5.5
O004949,08-02-2023,OP0071,Cavalli Tower,Danube,tier2,Dubai Production City,IMPZ,25.03263,55.23328,apartment,4BR_penthouse,4,2970,275.9,park,2023,2027,200,50/50_post_handover,Mashreq Bank,Red,122,18.76,822000,277,2979,5.9
O004950,08-10-2021,OP0098,Crest Grande,Meraas,tier1,Dubai Studio City,Dubai Studio City,25.03842,55.22779,apartment,2BR,2,1219,113.3,sea,2022,2026,800,10/90_post_handover,Mashreq Bank,Red,112,18.27,364600,299,3218,1.9
O004951,20-02-2025,OP0095,Como Residences,Binghatti,tier2,Mudon,Dubailand,25.04779,55.24223,villa,4BR_villa,4,2981,276.9,city,2023,2024,1500,60/40,Al Furjan,Red,122,16.93,1492900,501,5391,6.15
O004952,02-09-2021,OP0020,Volta,Omniyat,tier1,The Springs,Emirates Living,25.04553,55.18994,villa,4BR_villa,4,4648,431.8,park,2024,2028,200,70/30,Jumeirah Golf Estates,Red,36,18.89,2258900,486,5232,1.9
O004953,10-03-2022,OP0200,Marina Vista,MAG,tier2,Living Legends,Dubailand,25.07413,55.29691,apartment,studio,0,418,38.9,burj_khalifa,2025,2025,1500,60/40,Salah Al Din (G),Green,276,13.87,155800,372,4009,1.9
O004954,31-10-2024,OP0127,Safa Towers,Sobha,tier1,Mohammed Bin Rashid City,Mohammed Bin Rashid,25.16051,55.28928,villa,6BR_villa,6,5335,495.6,marina,2024,2026,800,60/40,BurJuman (G),Green,126,4.35,6003400,1125,12113,6.15
O004955,01-04-2023,OP0184,Como Residences,Emaar,tier1,Azizi Riviera,MBR City,25.18397,55.29577,apartment,2BR,2,1016,94.4,marina,2021,2027,200,70/30,Mashreq Bank,Red,197,2.61,659200,649,6984,5.9
O004956,27-02-2021,OP0152,Cavalli Tower,Danube,tier2,Mudon,Dubailand,25.04529,55.24163,villa,5BR_villa,5,6492,603.1,city,2024,2028,100,60/40,Baniyas Square (G),Green,307,17.21,1710200,263,2836,1.9
O004957,30-03-2021,OP0154,Hartland Greens,Meraas,tier1,Jumeirah Beach Residence,Dubai Marina,25.07642,55.12049,apartment,1BR,1,661,61.5,city,2022,2026,200,80/20,Discovery Gardens,Red,55,20.5,362800,548,5904,1.9
O004958,13-06-2023,OP0146,Hartland Greens,Omniyat,tier1,Emirates Hills,Emirates Hills,25.0456,55.17311,villa,6BR_villa,6,6914,642.3,sea,2024,2026,400,10/90_post_handover,Expo 2020,Red,123,19.7,15879700,2297,24722,5.9
O004959,26-04-2021,OP0172,Address Residences,Nakheel,tier1,Green Community,DIP,25.00353,55.1803,villa,3BR_villa,3,2601,241.7,park,2025,2026,100,70/30,Jebel Ali,Red,59,23.53,709400,273,2935,1.9
